GENE	Control1SE	Control2SE	Nitrate1SE	Nitrate2SE
AT5G45940	7	6	1	1
AT5G20030	2	3	1	1
AT4G25220	0	0	2	4
AT3G08750	0	0	0	0
AT1G28380	25	37	26	17
AT2G20815	2	1	4	2
AT3G63010	57	110	15	28
AT3G07110	217	259	196	159
AT5G18200	14	17	6	11
AT3G20170	21	23	19	12
AT3G05700	5	3	9	7
AT3G42660	22	10	4	8
AT5G26200	3	10	13	7
AT2G30500	85	98	47	38
AT4G37910	166	244	215	184
AT5G59990	3	5	1	6
AT1G10150	17	22	17	4
AT1G02180	2	3	1	4
AT5G64552	149	229	152	130
AT1G01180	17	16	10	6
AT3G47300	6	6	1	5
AT4G28290	1	0	1	5
AT5G19570	4	3	4	1
AT4G21745	0	1	0	1
AT1G04625	1	2	1	1
AT5G40090	6	14	7	6
AT2G34185	0	0	1	0
AT5G04780	3	1	2	0
AT1G16810	45	46	40	37
AT4G34881	2	1	3	0
AT1G14160	4	3	7	8
AT2G38440	46	44	25	32
AT5G19550	228	428	179	205
AT4G03560	66	56	25	30
AT5G23250	38	35	30	43
AT4G01330	30	30	16	11
AT2G03850	0	0	1	0
AT2G33890	0	0	0	1
AT5G43330	39	51	39	25
AT1G67790	7	4	4	3
AT2G25300	2	2	4	4
AT5G22788	0	1	0	0
AT1G30110	38	58	31	37
AT5G58440	44	43	29	21
AT5G17440	18	39	32	29
AT3G45020	3	6	4	2
AT1G71691	0	0	0	0
AT1G78970	1	1	0	0
AT5G49880	18	26	16	12
AT5G14860	0	0	0	0
AT2G16440	9	18	7	9
AT4G17030	76	102	21	16
AT5G01280	4	0	3	4
AT5G22730	9	10	8	4
AT1G09610	1	0	1	2
AT4G37870	740	1285	456	513
AT5G06760	0	0	1	0
AT3G18740	135	185	131	132
AT3G19880	0	0	0	0
AT3G13857	25	40	38	23
AT5G44210	3	4	2	2
AT5G42000	12	16	12	7
AT3G61060	14	20	10	7
AT3G53280	0	0	1	0
AT3G21530	9	4	5	3
AT5G48010	28	58	14	37
AT2G33440	4	13	12	7
AT5G57050	13	5	9	6
AT2G40980	13	26	10	10
AT2G22830	1	3	2	1
AT1G69190	0	0	0	0
AT2G45245	0	2	1	0
AT1G34065	1	5	4	1
AT1G69730	1	2	0	1
AT2G35760	15	10	6	5
AT2G36360	17	18	23	8
AT2G03110	0	1	2	2
AT2G35384	4	1	2	2
AT2G18020	743	1093	719	732
AT1G64300	3	3	1	1
AT4G10810	7	6	6	3
AT5G03285	1	0	1	1
AT1G18180	3	3	4	5
AT2G39420	80	101	58	48
AT5G22710	1	2	3	1
AT1G53260	0	0	0	0
AT1G18750	0	3	1	2
AT3G42790	88	81	64	38
AT1G72670	6	8	5	4
AT2G46590	9	11	5	10
AT2G43490	15	23	15	12
AT1G63090	34	32	38	32
AT3G53340	16	19	12	7
AT4G02990	4	9	11	6
AT2G35460	0	0	0	0
AT1G67350	73	117	85	61
AT5G45180	0	0	0	0
AT1G03430	4	7	8	3
AT5G29050	0	0	0	0
AT5G47890	45	69	52	46
AT2G28940	31	39	42	16
AT1G31670	0	0	0	1
AT5G57710	86	125	77	62
AT2G31490	57	49	91	26
AT1G48790	19	12	20	5
AT5G64990	0	0	0	0
AT4G26020	1	0	1	2
AT4G13540	1	3	3	0
AT5G46800	34	35	17	22
AT4G11550	7	9	7	4
AT1G64510	4	2	1	2
AT3G43583	0	0	0	0
AT4G32900	5	10	8	10
AT1G61667	12	10	8	3
AT2G20520	0	0	0	0
AT1G48270	1	6	3	2
AT3G21760	1	3	4	1
AT4G34230	237	284	170	131
AT3G48570	17	17	14	6
AT1G66570	0	0	0	0
AT4G21450	59	99	59	50
AT1G35720	310	325	267	151
AT5G03452	0	0	0	0
AT5G47760	23	20	13	12
AT3G21690	97	126	47	55
AT3G29370	0	3	5	3
AT1G11690	0	1	1	0
AT1G68880	2	3	28	10
AT5G16870	4	0	3	1
AT1G72180	15	23	9	10
AT1G15920	15	16	12	9
AT3G62430	0	0	0	0
AT5G65535	15	21	31	6
AT3G30540	0	0	0	0
AT5G52280	34	22	26	17
AT3G17626	0	0	2	1
AT1G78020	84	118	56	74
AT4G02180	13	13	8	0
AT3G44440	0	0	1	0
AT5G43280	12	29	9	7
AT2G40840	40	39	34	19
AT4G09650	9	13	7	4
AT3G23550	0	2	0	1
AT4G24170	0	0	0	0
AT3G50690	89	114	161	57
AT3G11520	10	4	3	1
AT3G25250	21	11	10	13
AT3G53970	28	53	24	28
AT3G09560	10	16	9	17
AT1G24265	0	2	2	1
AT2G40510	40	49	27	39
AT1G19710	20	18	10	7
AT3G01140	3	3	2	1
AT5G66920	31	70	41	45
AT3G01430	12	9	16	20
AT1G28050	36	32	30	15
AT1G51420	91	108	75	56
AT5G61360	1	0	0	0
AT5G01350	38	81	69	49
AT2G04830	0	0	0	0
AT3G63070	38	59	45	34
AT5G05795	0	2	1	1
AT5G19700	0	0	0	0
AT3G18630	0	3	1	1
AT4G39110	1	1	0	0
AT4G28190	12	19	20	17
AT5G38340	15	18	16	10
AT2G38270	11	10	8	4
AT1G65540	39	50	33	27
AT3G61120	0	2	0	0
AT1G21600	2	5	4	5
AT3G10530	30	18	25	17
AT3G26450	33	78	32	27
AT1G68980	3	11	10	4
AT2G16950	51	81	48	39
AT4G24430	0	0	3	0
AT2G15820	3	8	5	5
AT1G20270	13	24	12	8
AT1G73640	7	7	5	7
AT2G19940	9	13	10	5
AT2G28840	535	545	259	195
AT5G64810	19	32	23	10
AT4G31810	19	15	17	17
AT4G24410	0	1	2	0
AT1G02260	12	16	10	8
AT5G10945	0	0	0	0
AT4G31590	29	23	14	9
AT3G24508	0	0	0	0
AT5G27270	8	15	15	3
AT4G27970	0	1	3	1
AT3G56460	38	54	25	25
AT1G20410	9	5	7	3
AT4G18596	0	0	0	0
AT3G48630	0	0	0	0
AT3G55370	17	27	17	11
AT4G12380	0	1	0	0
AT5G21222	3	2	3	0
AT5G04680	2	3	5	1
AT5G53080	5	1	2	4
AT4G18370	2	4	2	5
AT3G03460	0	2	3	0
AT5G38565	0	0	0	0
AT1G55675	4	8	3	3
AT3G22530	22	34	36	25
AT4G25030	99	145	97	90
AT1G19900	4	6	2	3
AT1G30260	3	7	12	17
AT1G10800	1	0	0	1
AT2G21500	2	9	3	5
AT1G56140	37	63	31	35
AT3G13490	10	12	12	10
AT3G05130	12	17	23	4
AT5G62610	19	27	17	6
AT4G23750	8	14	14	15
AT5G38005	12	8	8	4
AT4G28950	3	6	2	0
AT3G51680	8	8	5	2
AT2G36320	47	76	98	73
AT3G14770	6	5	4	3
AT4G18280	41	39	35	23
AT4G16850	18	27	14	8
AT1G74270	60	107	66	78
AT2G32070	38	47	39	24
AT5G58450	19	28	22	12
AT5G61440	3	16	19	16
AT1G20050	56	83	28	35
AT1G72250	10	8	4	9
AT5G63650	15	15	12	2
AT3G21520	21	26	4	5
AT3G14450	0	0	1	0
AT3G43550	0	0	0	0
AT3G05230	5	6	7	7
AT4G25435	4	3	0	2
AT5G05960	23	24	30	32
AT4G23760	4	2	2	2
AT3G49650	8	8	4	3
AT1G10940	80	80	83	46
AT5G15800	0	0	1	0
AT3G02315	1	1	0	0
AT1G02420	2	3	4	2
AT2G25890	0	0	0	0
AT2G05335	0	0	0	0
AT4G34555	10	18	7	6
AT2G41750	9	7	6	5
AT4G26730	0	0	0	0
AT1G32460	43	44	35	35
AT4G22210	1	0	0	1
AT3G02560	113	151	134	100
AT1G35614	0	0	0	0
AT3G53065	0	0	0	0
AT1G11390	15	14	8	12
AT1G25450	1	3	3	3
AT2G47585	0	0	0	0
AT3G22450	0	1	3	2
AT3G28200	15	24	12	11
AT1G77490	2	1	0	0
AT1G69250	16	38	26	19
AT5G02060	3	1	2	0
AT3G52270	0	1	0	0
AT4G32960	12	12	13	7
AT1G14890	15	33	9	10
AT5G65170	1	0	1	3
AT5G41820	0	0	0	0
AT1G66280	262	260	91	87
AT1G07900	0	0	0	0
AT4G31930	1	3	1	1
AT1G33410	16	36	19	21
AT4G36515	1	3	0	3
AT2G36010	2	2	0	1
AT4G35760	4	4	4	1
AT2G44470	0	0	0	0
AT2G05850	0	0	0	0
AT3G15990	19	20	21	14
AT4G37235	1	2	1	0
AT3G27220	86	132	82	40
AT2G01890	48	70	35	46
AT1G72280	9	9	12	7
AT5G55060	26	19	16	14
AT5G02010	5	7	4	2
AT2G41650	47	41	58	57
AT1G53670	5	13	7	5
AT4G18470	0	4	1	0
AT4G17660	1	0	0	1
AT5G24680	5	12	5	4
AT3G19570	7	4	7	4
AT4G26470	21	14	28	13
AT5G53820	2	4	2	1
AT5G18810	1	1	0	0
AT3G27930	5	11	11	3
AT3G27440	0	0	0	0
AT2G42900	1	0	1	0
AT1G78290	12	13	3	4
AT1G36640	0	2	2	0
AT1G48742	0	0	0	0
AT3G14067	266	373	147	172
AT5G36890	8	6	4	5
AT2G33170	13	11	8	3
AT3G12955	1	2	2	1
AT5G18590	10	11	7	7
AT2G25790	24	42	20	14
AT4G37700	10	6	3	3
AT2G22860	10	5	4	4
AT4G27290	22	21	11	9
AT2G42640	1	5	4	2
AT1G17360	17	15	13	7
AT3G61730	0	0	0	0
AT3G24465	0	0	0	0
AT3G60960	2	8	12	6
AT5G41060	23	28	16	10
AT2G44930	0	0	0	0
AT5G35180	47	57	37	36
AT3G57970	4	2	0	4
AT1G14150	1	1	0	0
AT4G05340	0	0	0	0
AT3G01860	19	16	12	13
AT4G28400	36	39	18	23
AT4G17810	0	0	0	0
AT5G23050	8	18	5	4
AT2G40150	13	15	15	6
AT5G66600	5	2	2	3
AT2G37280	28	31	17	12
AT4G19730	0	0	0	0
AT1G62910	2	1	0	0
AT5G58790	2	8	7	4
AT4G18000	0	0	0	0
AT1G70420	3	10	14	13
AT1G52590	1	6	1	0
AT5G04530	1	0	1	1
AT5G15930	9	11	7	10
AT3G49400	5	5	1	0
AT4G12450	14	9	3	2
AT1G29850	56	47	57	31
AT1G33810	9	10	11	5
AT3G24580	0	0	0	0
AT1G78206	0	0	0	0
AT5G61470	0	0	0	0
AT1G19600	39	62	49	35
AT2G40316	17	11	14	6
AT5G39870	0	0	0	0
AT3G15550	4	10	5	8
AT5G53920	2	0	0	2
AT5G07842	5	5	6	1
AT5G26600	55	78	46	30
AT4G01328	0	0	0	0
AT1G18340	3	3	3	0
AT2G45530	18	21	11	11
AT3G56630	0	7	7	5
AT1G53345	9	7	6	5
AT5G27430	10	15	9	6
AT2G07698	14	17	10	11
AT5G44430	0	0	0	0
AT2G19200	7	5	3	4
AT5G35230	0	0	0	0
AT5G38880	39	48	30	19
AT4G21220	4	3	4	1
AT4G15760	44	61	78	62
AT1G31820	1	4	1	0
AT1G55350	61	70	46	70
AT5G05550	8	16	12	7
AT3G29140	0	1	0	0
AT5G23980	0	1	1	0
AT5G65274	0	0	0	0
AT3G46300	0	1	0	0
AT1G07420	17	24	20	18
AT4G39403	0	0	0	0
AT5G07880	1	1	0	0
AT3G47840	0	1	1	0
AT3G52250	80	90	72	59
AT1G04260	17	12	13	5
AT5G67100	17	11	4	9
AT3G46390	0	0	0	0
AT3G01170	10	21	16	2
AT1G14720	17	28	28	31
AT5G48375	0	0	0	0
AT5G59130	0	0	1	1
AT1G69550	2	1	5	1
AT1G62981	5	3	3	3
AT5G43010	47	68	42	49
AT2G15290	7	13	9	7
AT3G57060	3	9	6	4
AT1G65080	0	9	2	2
AT5G16910	119	185	79	73
AT5G15460	5	5	7	3
AT4G14140	0	1	0	0
AT3G27010	9	13	10	11
AT2G35160	1	11	1	0
AT2G16640	70	116	111	72
AT3G55646	0	0	0	0
AT3G17930	5	15	3	3
AT3G59695	29	24	20	17
AT2G35600	0	1	1	1
AT1G80350	46	62	37	23
AT4G17740	4	4	3	5
AT4G37160	4	8	1	5
AT1G67060	16	26	13	7
AT5G47970	11	14	14	7
AT4G14720	12	26	11	19
AT3G07130	9	8	7	12
AT3G51510	0	0	2	0
AT5G41760	9	7	6	2
AT5G55460	0	0	0	0
AT1G68845	0	0	0	0
AT3G48180	10	13	21	22
AT1G63600	1	0	0	0
AT4G00020	2	1	2	3
AT5G43450	1	2	2	1
AT4G33430	67	109	52	49
AT4G13880	0	2	2	0
AT3G10470	2	1	0	0
AT2G47320	32	42	28	17
AT1G58265	0	0	0	0
AT5G52560	27	24	15	16
AT4G05048	0	0	0	0
AT3G23840	1	1	0	0
AT5G24570	0	1	0	0
AT4G38340	33	33	44	46
AT1G74100	112	118	116	91
AT3G45580	0	0	0	0
AT2G34780	17	9	9	14
AT5G64780	0	2	4	0
AT3G10745	0	1	0	1
AT1G48450	28	27	27	25
AT1G15600	0	0	0	0
AT1G68210	0	0	0	0
AT2G43090	67	90	63	79
AT5G17010	83	103	42	31
AT3G61410	9	7	4	3
AT5G57320	0	0	0	0
AT5G42190	61	65	26	23
AT5G15360	0	1	1	1
AT4G22860	0	0	1	0
AT1G31910	108	157	101	87
AT3G59020	57	81	44	50
AT2G47760	11	9	4	3
AT5G65445	1	4	5	3
AT5G66150	0	0	0	0
AT1G43630	0	0	0	0
AT5G01480	0	1	0	0
AT3G24810	1	10	4	6
AT2G47900	24	48	24	26
AT2G47010	5	7	1	0
AT1G75010	4	9	3	5
AT1G09700	10	8	5	4
AT4G38200	42	62	55	38
AT4G28630	8	3	8	3
AT5G01732	2	4	3	2
AT5G56075	0	0	0	0
AT3G53250	0	0	0	0
AT3G23000	234	283	581	269
AT3G27670	15	20	15	12
AT5G61540	0	11	10	3
AT5G46160	29	42	39	16
AT1G12900	2	5	3	3
AT5G26860	31	39	29	27
AT1G16840	18	24	9	13
AT5G60930	16	22	14	11
AT1G69740	41	42	35	24
AT3G27630	0	0	0	1
AT1G73280	5	4	2	4
AT3G08500	1	0	0	0
AT2G30350	8	12	5	0
AT5G10620	0	4	0	0
AT3G48190	18	13	11	5
AT3G21160	14	18	16	14
AT2G42800	0	0	0	0
AT3G04830	48	58	40	29
AT2G39200	11	8	2	5
AT2G28780	3	10	49	35
AT5G45660	3	7	5	4
AT4G29420	5	9	8	2
AT3G18690	5	3	3	3
AT1G30000	20	24	17	19
AT5G16230	14	9	7	7
AT4G17780	0	0	0	0
AT3G21130	0	0	0	0
AT1G19150	0	0	0	0
AT2G38970	31	24	16	5
AT1G04860	39	39	33	26
AT3G48560	124	215	93	130
AT3G24120	21	26	11	7
AT3G10880	2	0	2	0
AT4G05095	0	0	0	0
AT1G60170	45	61	57	32
AT2G07440	0	0	0	0
AT1G42190	0	0	0	0
AT2G35210	0	2	0	0
AT4G31040	23	25	20	14
AT1G45010	1	1	0	1
AT5G67455	5	16	11	3
AT3G54970	2	10	5	3
AT5G51795	2	2	4	2
AT1G76065	1	5	3	0
AT5G02480	92	141	126	92
AT5G26731	12	16	10	7
AT5G09210	1	1	0	0
AT5G09440	57	83	22	22
AT3G54890	8	6	10	2
AT4G17785	1	0	1	0
AT4G02030	9	10	14	5
AT3G15395	16	24	15	12
AT1G69780	13	15	2	3
AT4G30160	46	55	48	35
AT3G43722	0	0	0	0
AT2G05990	59	79	34	46
AT1G08750	8	4	6	4
AT5G64050	14	22	23	28
AT1G62305	2	3	3	1
AT1G28610	0	1	0	2
AT2G34840	5	5	5	2
AT1G67328	39	50	15	14
AT4G00430	109	132	55	68
AT5G05150	0	0	0	0
AT4G01390	9	7	11	6
AT3G54430	3	10	3	4
AT1G20490	4	3	1	2
AT5G15530	10	25	9	14
AT4G23300	0	2	0	0
AT1G73970	14	10	8	6
AT5G22860	0	1	0	1
AT1G74580	2	2	1	0
AT1G29357	4	1	5	4
AT5G22810	0	0	2	0
AT4G24805	27	36	30	16
AT5G09260	4	14	9	6
AT1G52100	2	1	1	1
AT4G30740	0	0	0	0
AT2G16980	9	14	2	6
AT3G07430	9	17	15	10
AT2G34570	6	12	6	8
AT5G56150	10	18	10	14
AT1G07670	87	96	68	73
AT1G02890	121	153	89	75
AT1G47720	1	2	0	1
AT1G33120	76	76	100	77
AT4G34415	0	3	2	0
AT1G30700	4	20	5	5
AT4G00893	0	0	0	0
AT5G51590	14	25	12	12
AT4G17140	79	123	82	65
AT4G38980	9	10	15	7
AT1G51650	78	104	101	60
AT1G27840	8	22	10	6
AT5G62570	23	21	17	9
AT4G26000	21	34	12	27
AT4G02980	8	6	4	1
AT1G09230	5	3	4	9
AT4G18395	0	0	0	0
AT4G08868	0	0	0	0
AT5G55490	0	0	1	0
AT5G23280	22	33	18	20
AT2G30410	33	34	33	26
AT2G15730	2	3	3	0
AT3G22250	0	0	0	0
AT2G17680	0	0	0	0
AT4G30360	30	30	19	14
AT1G06900	31	49	32	38
AT5G17760	39	62	37	36
AT4G32410	442	652	252	260
AT1G06050	4	6	2	2
AT5G23080	6	20	22	14
AT3G13445	10	11	4	1
AT2G35980	2	1	1	1
AT1G73250	36	27	28	26
AT5G52420	10	11	7	8
AT2G25200	0	0	0	0
AT1G64810	6	8	0	3
AT5G38560	23	31	11	26
AT2G45740	0	0	1	0
AT5G42120	0	0	0	1
AT4G38240	20	25	16	9
AT2G37050	30	70	32	31
AT5G11450	3	5	0	3
AT4G23900	1	5	1	3
AT3G53050	0	0	0	0
AT3G10840	1	0	0	1
AT5G07400	4	7	8	3
AT5G12880	6	8	1	2
AT2G47950	3	7	3	1
AT1G75270	85	86	72	57
AT3G28580	17	12	7	7
AT5G16780	63	63	47	41
AT2G25580	9	10	6	5
AT3G02380	2	0	2	1
AT2G29180	1	0	2	0
AT2G37620	13	25	8	6
AT1G64920	9	9	8	1
AT5G19130	9	12	9	12
AT5G18245	4	5	3	1
AT2G46760	4	1	0	2
AT3G12370	10	16	7	11
AT3G13175	1	1	0	1
AT2G41250	9	18	11	7
AT2G35120	131	183	119	94
ATCG00180	14	22	12	13
AT2G22640	14	12	16	3
AT3G08590	169	289	208	223
AT5G09540	2	6	2	0
AT1G54680	2	4	5	1
AT1G05950	1	0	0	0
AT1G33390	15	26	23	17
AT5G16040	10	33	22	12
AT5G47580	16	9	14	12
AT5G02460	1	3	1	2
AT4G25480	5	0	1	0
AT2G06166	0	0	0	0
AT4G01130	0	0	0	0
AT4G14850	0	4	4	0
AT1G73990	19	17	14	11
AT4G31550	34	31	28	10
AT1G56210	5	2	0	4
AT5G11610	0	1	0	0
AT3G26680	9	8	9	0
AT3G22820	0	0	0	0
AT3G16470	80	87	77	34
AT1G35030	0	0	0	0
AT1G78580	31	45	23	23
AT5G23130	0	1	1	1
AT5G14920	6	10	2	3
AT3G01220	20	17	7	2
AT1G31720	0	0	2	0
AT5G37460	0	0	0	0
AT2G44410	23	37	32	17
AT4G22260	18	20	13	8
AT1G80030	5	19	9	18
AT5G41685	22	22	10	7
AT4G30850	35	35	21	14
AT4G14090	4	12	1	2
AT2G03520	0	0	0	0
AT5G08430	10	12	16	10
AT5G06100	16	8	7	7
AT1G78500	0	0	0	0
AT5G26667	64	125	72	50
AT1G58460	0	0	0	0
AT1G45145	167	157	146	94
AT1G53530	4	8	5	3
AT4G17610	10	3	3	2
AT3G43720	22	34	13	21
AT2G41630	34	54	37	22
AT4G16270	3	2	8	4
AT1G67035	3	4	0	0
AT3G09100	42	57	47	32
AT1G21980	91	108	98	37
AT5G59650	3	1	0	1
AT4G05010	5	9	6	3
AT2G28040	0	0	0	0
AT5G45980	0	0	0	0
AT5G25020	4	0	3	0
AT3G04500	9	15	15	10
AT2G45180	5	10	5	10
AT1G05100	3	5	1	1
AT3G56260	1	1	1	1
AT1G56330	71	90	74	53
AT3G48320	0	1	1	1
AT3G59650	18	25	15	19
AT1G62500	3	6	4	11
AT1G15405	1333	2364	3328	1043
AT5G62600	23	27	18	12
AT2G26120	0	0	0	0
AT2G01120	5	5	2	1
AT3G59140	7	9	3	0
AT4G09720	15	21	13	8
AT3G15500	3	10	1	3
AT5G43820	1	3	1	0
AT2G26550	4	4	7	0
AT1G72940	6	11	2	4
AT3G03940	53	94	50	41
AT5G07780	6	1	3	3
AT3G29310	33	40	54	23
AT4G28540	36	59	39	24
AT1G35242	0	0	0	0
AT3G31401	0	0	0	0
AT1G60750	2	0	4	2
AT1G68120	1	0	1	0
AT1G47330	8	11	8	4
AT5G45580	10	7	8	7
AT5G22791	0	0	0	0
AT5G29624	0	1	0	0
AT3G44783	0	0	0	0
AT1G18740	129	97	107	55
ATMG01410	0	1	0	1
AT3G22970	115	117	99	66
AT5G50175	3	2	4	1
AT5G16990	2	5	6	2
AT3G05120	30	36	26	24
AT5G49320	3	5	0	0
AT2G43200	3	10	17	8
AT2G15090	3	4	1	0
AT2G27505	0	0	4	3
AT3G23175	50	55	18	26
AT4G24700	0	0	2	0
AT3G30290	0	0	0	0
AT2G04360	1	2	0	3
AT4G12570	19	27	21	17
AT1G04210	24	46	20	32
AT3G05550	0	0	0	0
AT5G16375	1	1	0	0
AT3G47950	14	11	16	3
AT1G66060	0	0	0	0
AT1G56415	0	0	0	0
AT1G13910	8	8	1	1
AT1G07780	0	1	1	3
AT5G08620	24	22	20	21
AT2G26940	0	0	0	0
AT5G03420	15	9	8	5
AT4G30150	18	27	16	19
AT1G54940	3	3	4	1
AT2G41225	0	0	0	0
AT1G76100	0	1	1	1
AT1G66100	0	0	0	0
AT1G27360	3	4	3	2
AT3G44770	0	1	0	0
AT1G73530	2	1	0	1
AT5G46510	9	10	14	7
AT1G26218	4	3	6	1
AT3G52120	32	54	28	23
AT1G77400	1	3	6	8
AT2G26250	38	61	36	34
AT5G66430	0	0	0	0
AT3G13420	0	0	0	0
AT2G30080	1	1	10	4
AT1G67220	0	0	0	0
AT3G15190	14	22	18	10
AT3G50090	0	0	0	0
AT1G20820	3	5	6	8
AT4G39450	26	36	22	24
AT4G22760	7	19	18	14
AT5G11440	3	1	1	2
AT3G32050	0	0	0	0
AT2G45340	5	12	3	2
AT5G41920	4	10	5	2
AT1G35780	31	51	16	26
AT4G01510	0	0	1	0
AT4G01200	2	3	1	4
AT2G34640	1	3	3	4
AT1G56460	35	22	28	10
AT5G47300	0	0	0	0
AT3G47760	0	2	0	0
AT1G16520	16	21	8	5
AT1G63057	0	0	0	0
AT2G32520	32	36	34	28
ATCG00570	0	4	2	2
AT4G30935	13	15	15	15
AT5G17540	1	5	3	3
AT3G01050	7	11	9	9
AT3G05530	142	206	116	98
AT1G06450	0	5	4	2
AT1G51680	310	428	147	105
AT5G16280	18	24	15	18
AT1G66725	27	45	31	21
AT5G14290	0	0	0	0
AT5G66817	1	0	4	0
AT5G18280	25	44	37	21
AT3G55600	8	2	0	5
AT1G55160	15	20	13	11
AT2G26150	21	38	53	24
AT1G69150	1	1	2	0
AT4G27930	0	0	0	0
AT5G20810	0	1	0	0
AT2G15970	78	85	41	29
AT2G35765	0	1	0	0
AT3G45490	0	0	0	0
AT3G59530	1	0	1	1
AT3G43291	0	0	0	0
AT3G18810	0	0	0	0
AT5G46460	3	2	1	3
AT2G01900	18	29	18	14
ATMG00010	2	0	0	0
AT3G05280	16	7	9	9
AT3G03650	12	14	6	7
AT3G18530	1	1	0	0
AT1G23020	6	8	6	4
AT5G66830	0	1	0	0
AT2G28755	1	1	1	1
AT2G25171	0	0	0	0
AT1G51915	1	0	0	0
AT1G69380	2	4	4	1
AT5G42130	3	11	3	0
AT1G54400	2	2	0	0
AT4G02130	12	21	15	14
AT2G37450	0	0	0	0
AT1G27420	4	12	3	4
AT5G14460	10	10	5	5
AT4G09320	302	357	336	242
AT4G19450	16	19	6	3
AT1G49040	50	67	27	35
AT1G27910	9	14	4	7
AT4G36220	19	45	18	21
AT3G26870	0	0	0	0
AT5G61280	2	2	3	0
AT5G48605	0	0	0	0
AT4G13650	1	3	2	3
AT2G29670	20	22	16	16
AT5G16930	13	14	20	7
AT4G29100	47	55	23	19
AT3G24480	36	51	19	27
AT3G50710	1	0	0	0
AT2G18980	29	54	26	19
AT5G52210	6	12	10	6
AT5G19473	0	0	0	0
AT3G51570	1	1	1	1
AT1G67330	39	50	15	14
AT4G35050	8	20	13	4
AT5G24840	7	7	18	15
AT2G47110	179	280	145	168
AT2G31190	1	1	3	2
AT1G61224	0	0	0	2
AT1G23300	0	0	0	0
AT5G28090	0	0	0	0
AT5G05170	450	591	261	246
AT3G59780	3	4	1	1
AT5G24780	1	1	0	0
AT5G19180	25	45	28	21
AT3G28410	0	0	0	0
AT1G64230	93	121	93	64
AT5G50335	1	1	0	0
AT5G12250	156	244	93	96
AT3G62570	15	15	9	12
AT5G64910	2	1	0	0
AT5G13130	0	1	0	0
AT4G27550	0	0	0	0
AT2G18120	3	4	3	3
AT1G57690	0	0	0	0
AT4G18205	3	4	7	3
AT5G49560	11	24	12	14
AT3G49040	0	0	0	0
AT4G16015	0	0	0	0
AT1G55152	3	4	6	2
AT3G26700	11	9	6	3
AT2G34500	15	12	7	8
ATMG00570	0	0	0	0
AT4G22730	3	4	0	0
AT2G41920	0	0	0	0
AT3G06035	14	13	9	3
AT4G24750	2	2	7	5
AT4G25820	29	35	24	25
AT1G48030	92	125	104	69
AT5G11000	71	80	48	43
AT3G01380	10	12	8	6
AT5G40760	85	133	77	45
AT4G35240	16	26	18	15
AT5G07570	1	1	0	0
AT4G17180	11	6	4	7
AT4G32270	5	8	0	4
AT1G50890	10	16	4	8
AT5G58680	1	1	0	1
AT2G30570	8	11	5	6
AT2G20780	77	101	66	70
AT4G37050	0	1	2	0
AT4G23720	0	0	0	0
AT4G13590	19	17	14	5
AT4G11100	1	0	0	1
AT1G15180	1	2	0	0
AT1G79460	3	5	7	4
AT2G31160	3	7	7	5
AT1G20823	10	13	6	7
AT1G27330	22	29	15	17
AT5G60540	15	14	15	13
AT1G78830	3	8	6	14
AT5G27980	1	0	0	0
AT3G25795	1	1	2	3
AT1G60050	0	0	12	6
AT3G22183	1	1	3	1
AT3G16290	18	24	18	11
AT4G00165	0	0	0	1
AT3G20390	55	64	31	47
AT1G69523	0	0	1	0
AT1G20720	1	1	1	1
AT1G55610	18	29	20	19
AT3G63410	18	29	7	16
AT3G52730	46	54	39	39
AT3G22240	84	74	77	24
AT5G09450	16	11	14	8
AT2G11000	16	17	7	7
AT1G07400	36	81	139	38
AT5G18525	16	20	18	8
AT5G44575	0	1	0	0
AT5G66490	22	35	24	11
AT4G17960	6	2	8	4
AT2G26040	2	10	1	8
AT5G01747	0	0	0	0
AT2G35030	2	6	3	2
AT3G25890	8	18	20	12
AT1G44170	153	138	74	59
AT2G46192	30	51	36	19
AT5G04920	37	39	37	34
AT3G58200	0	1	1	0
AT3G01520	63	79	49	36
AT4G00800	48	57	27	30
AT2G06990	22	31	26	24
AT5G56360	44	40	55	23
AT3G24542	0	0	0	0
AT3G53240	57	63	34	26
AT2G05120	21	19	12	14
AT1G27600	32	49	44	23
AT5G01740	20	16	25	42
AT4G30520	8	20	7	13
AT3G62740	3	1	0	0
AT3G32150	0	0	0	0
AT2G29710	2	2	2	0
AT5G28610	7	11	20	14
AT3G42830	0	0	0	0
AT1G02710	0	1	0	0
AT3G54363	0	1	0	0
AT3G19800	1	0	0	1
AT3G02660	3	12	5	2
AT2G43235	4	7	9	3
AT1G15040	1	0	4	2
AT4G37483	0	3	1	1
AT2G04650	11	8	6	7
AT5G27200	0	0	1	0
AT4G17800	151	193	197	221
AT1G05200	5	10	2	7
AT1G05575	5	3	3	2
AT4G16430	59	82	68	41
AT1G75220	13	34	13	14
AT1G13860	8	10	8	3
AT5G18000	0	0	0	0
AT1G05720	16	28	17	16
AT3G24315	9	8	8	4
AT2G44750	2	6	0	1
AT1G53300	21	36	19	20
AT5G57060	3	2	1	1
AT1G54180	11	3	2	2
AT3G16110	34	31	23	16
AT4G21926	0	0	0	0
AT3G59670	22	27	29	21
AT2G40450	0	0	0	1
AT1G61810	0	0	0	0
AT3G18217	0	0	0	0
AT5G15853	0	0	0	0
